,licence_type,license_no,business_name,dba,street_address,zip_code,city,county,telephone_number,email,hours_of_operation,expiration_date
1039,Dispensary,DAAA-E18W-SQOR,"Cloud 13, LLC","Cloud 13, LLC",6409 S WESTERN AVE,73139-1703,OKLAHOMA CITY,Oklahoma,4054389333,manager@cloud13rx.com,10am-8pm,2024-03-27
1040,Dispensary,DAAA-4KFU-HS4V,"The Spunky Skunk, LLC","The Spunky Skunk, LLC",301 N BROADWAY ST,74953-3355,POTEAU,Le Flore,9185642550,spunkyskunk918@gmail.com,10am-9pm,2024-04-24
1041,Dispensary,DAAA-AO91-YMKC,J-BAP Industry LLC,B-B Dispensary,2801 W I 240 SERVICE RD,73159-3751,OKLAHOMA CITY,Oklahoma,(918) 916-2477,ilikebigbudstoo@gmail.com,8am-10pm,2024-06-01
1042,Dispensary,DAAA-QZR8-FMFS,The Joint Factory LLC,The Joint Factory,1016 SW 59TH ST,73109-4903,OKLAHOMA CITY,Cleveland,4694715154,thejointfactoryokc@gmail.com,10 hours a day,2023-11-15
1043,Dispensary,DAAA-ITBC-TARI,Happy Herrons Medical LLC,4th n Twenty Medical,523 SW 4TH ST,73160-4927,MOORE,Cleveland,4054103536,happyherrons405@gmail.com,68,2024-05-12
1044,Dispensary,DAAA-JX0U-BPNH,ASTORIA GROWERS USA LLC,AMSTERDAM DISPENSARY,441259 E HIGHWAY 60,74301-6535,VINITA,Craig,9097410181,roni_abou_jaoude@hotmail.com,24 hr,2023-11-15
1045,Dispensary,DAAA-NKFV-MHEY,Peggy Wood,BUDS N MORE,601 W GLADSTONE AVE,73542-2642,FREDERICK,Tillman,5803052870,woodpeggy@ymail.com,10-9 Monday-Sunday,2022-12-05
1046,Dispensary,DAAA-4Y9Y-ADHN,"Straiin, LLC",Straiin,3637 NW 10TH ST,73107-4403,OKLAHOMA CITY,Oklahoma,4057065722,straiinusa@gmail.com,8am-12am,2023-12-12
1047,Dispensary,DAAA-EKTJ-TODF,"Next Level Medicine, LLC",Prohibition,115 W RAINEY AVE,73096-4941,WEATHERFORD,Custer,5803028506,nextlevelmedicine@gmail.com,10am-7pm Monday-Saturday; Closed Sunday,2023-08-23
1048,Dispensary,DAAA-3WJL-MCL3,Zoe's Extracts LLC,Zoe's Dispensary,10001 HECTORVILLE RD,74047-4084,MOUNDS,Okmulgee,9188849421,zoesbuds@gmail.com,9:00 a.m. to 10:00 p.m.,2023-10-30
1049,Dispensary,DAAA-NYDN-V4UF,"Green Leaf Dispo, Inc.","Green Leaf Dispo, Inc.",21001 SE 29TH ST,73045-6577,HARRAH,Oklahoma,(630) 642-0724,office4greenleaf@gmail.com,"Monday-Saturday 9:00AM-9:00PM, Sunday 11:00AM-7:00PM",2024-05-01
1050,Dispensary,DAAA-SLTX-71NY,UFO Dispensary LLC,UFO Dispensary LLC,220 W 1ST ST,74884-2104,WEWOKA,Seminole,6128450527,ufodispensary@gmail.com,10AM - 9PM,2022-09-13
1051,Dispensary,DAAA-ORAD-IERM,Cloud Enterprise LLC,Cloud Enterprise LLC,218 S SOONER RD,73110-2043,MIDWEST CITY,Oklahoma,3602551380,thegreencloudokc@gmail.com,9:00am to 5:00pm,2024-01-02
1052,Dispensary,DAAA-4J6A-L6WQ,Higher Garden LLC,Higher Garden,,73170-6005,OKLAHOMA CITY,Cleveland,(405) 676-5089,info@highergardenok.com,9am- 9pm,2024-01-01
1053,Dispensary,DAAA-EJML-CRVU,"Sunny Roads Retail 1, LLC","Sunny Roads Retail 1, LLC",,73109-3606,OKLAHOMA CITY,Oklahoma,(918) 361-2225,sunnyroadslicensing@gmail.com,,2024-03-24
1054,Dispensary,DAAA-XUZ8-LRY2,Green Arts LLC,Green Arts LLC,4112 S ROBINSON AVE,73109-7030,OKLAHOMA CITY,Oklahoma,4054730871,martinarteaga2003@gmail.com,6 am to 11 pm,2023-11-23
1055,Dispensary,DAAA-XZTT-UWYN,Blazin Aces,Blazin Aces,1021 E TULSA AVE,74347,KANSAS,Delaware,9189068866,kyleestine@gmail.com,9am-12am,2022-12-22
1056,Dispensary,DAAA-DR3T-XAR3,Premium Organics LLC,Premium Organics LLC,,73071,Norman,Cleveland,4053310643,cbfomma@gmail.com,Monday - Sunday 9am to 5pm,2023-10-09
1057,Dispensary,DAAA-4YEA-G2OE,Marihaha LLC,Marihaha LLC,1317 SE 44th St. Suite # A,73129,oklahoma city,Oklahoma,(903) 804-7773,skyler@marihaha.com,11:00 AM to 11:00 PM,2023-09-15
1058,Dispensary,DAAA-SVE2-UMGH,LEFT HANDED OKIES DISPENSARY INC,LEFT HANDED OKIES DISPENSARY,27096 US HIGHWAY 59,74956-2186,SHADY POINT,Le Flore,9184137944,kevinbrown74932@yahoo.com,8-5,2023-05-18
1059,Dispensary,DAAA-4KPD-EHSH,Classen Kush House LLC,Classen Kush House LLC,1217 N CLASSEN BLVD,73106-6891,Oklahoma City,Oklahoma,(405) 604-3232,classenkushhouse@gmail.com,24 hours,2023-12-08
1060,Dispensary,DAAA-YPFN-0DTP,The Station Cannabis Company LLP,The Station Cannabis Company,2119 N BROADWAY ST,74953-2502,POTEAU,Le Flore,(918) 413-1979,coffeyfarmsok@yahoo.com,10-9 Monday to Saturday,2023-11-14
1061,Dispensary,DAAA-LVXA-4G8T,"Perkins Emporium, Inc.",Dank's Wellness Emporium,251 E HIGHWAY 33 STE B1-B2,74059-4437,PERKINS,Payne,(405) 939-3011,omma@danks.co,"Mon-Sun, 9:00AM to 11:00PM",2022-12-07
1062,Dispensary,DAAA-VYCC-2C4I,Ponca City Dispensary Inc.,Vice Medical Cannabis,2404 N. PERKINS RD.,74075-2204,STILLWATER,Payne,5807890284,jvl.kirby@gmail.com,11:00 a.m. to 7:00 p.m.,2024-03-21
1063,Dispensary,DAAA-41DP-TUVT,420Releaf LLC,420Releaf LLC,21 W 3RD ST,74344-3223,GROVE,Delaware,9187913420,420releaf@gmail.com,10 a.m. to 8 p.m.,2024-02-28
1064,Dispensary,DAAA-Z7OO-YPJB,FireMeds llc,FireMeds llc,908 W Main St,74437,henryetta,Okmulgee,9182684216,rgriffin198065@gmail.com,10am to 10pm,2024-03-28
1065,Dispensary,DAAA-41J6-DIVF,Kind Alternative Wellness LLC,Kind Alternative Wellness,500 W 146TH ST S,74033-4458,GLENPOOL,Tulsa,9186301119,gary@mastercraftfc.com,8 - 5,2023-10-31
1066,Dispensary,DAAA-EKDH-OTGB,DAP Relief LLC,Lotus Gold Nicoma Park,,73141-6029,OKLAHOMA CITY,Oklahoma,(405) 393-0934,pj@gethighguys.com,"M- S 9am-8pm, Sun 12pm-5pm",2024-04-11
1067,Dispensary,DAAA-4JSH-0NRO,King Kanna LLC,King Kanna LLC,541 S UNIVERSITY BLVD,73069-5719,NORMAN,Cleveland,(405) 857-7653,nitrokushclub@gmail.com,10am-10pm,2024-03-16
1068,Dispensary,DAAA-VJGO-GNS7,ROYAL LEAF LLC,ROYAL LEAF LLC,117 E MAIN ST,74578-4229,WILBURTON,Latimer,4054343074,wulz.steve@gmail.com,10am - 8pm,2022-11-08
1069,Dispensary,DAAA-41AY-C4P5,Med Shed Inc.,Med Shed Inc.,678 B. Street,73620,Arapaho,Custer,(580) 890-0074,whitteninnexpo@yahoo.com,"11:00-6:00 T-F, 11:00-4:00 S",2023-02-23
1070,Dispensary,DAAA-EYQ4-QU1U,"APCO Cure, LLC",APCO Med,2606 S SHERIDAN RD,74129-1029,TULSA,Tulsa,5398673875,dedra@apcomedical.com,11am to 7pm,2023-12-06
1071,Dispensary,DAAA-VKQH-3LGG,"NATURAL GREEN HERBS, LLC","NATURAL GREEN HERBS, LLC",130 N MAIN ST,74346-2871,JAY,Delaware,9182537576,seelee422@gmail.com,24/7,2023-09-18
1072,Dispensary,DAAA-ZHIB-K4TZ,Bud Brothers Coughy Shop Stillwater LLC,Bud Brothers Coughy Shop Stillwater LLC,120 W HALL OF FAME AVE,74075-5227,STILLWATER,Payne,6203091421,bill@budbrotherscoughyshop.com,10am to 10pm,2024-05-11
1073,Dispensary,DAAA-8X8F-0MO0,The Gas Station 918 LLC,The Gas Station 918 LLC,70 N SHERIDAN RD,74115-8717,TULSA,Tulsa,(918) 236-4812,gasstation918@gmail.com,8am-11pm,2023-11-01
1074,Dispensary,DAAA-V1BD-RWO9,"Trichome Healing Connections, LLC",Lotus Gold,100 N 6th Street,74501,McAlester,Pittsburg,4052274441,dpratt4441@gmail.com,10-8,2023-10-27
1075,Dispensary,DAAA-SWV0-2040,"Oklahomas Best Cannabis, LLC","Oklahomas Best Cannabis, LLC",316 Boat Club Rd,74731,Cartwright,Bryan,(580) 710-3024,info@obc420.com,9:00 to 9:00,2023-11-08
1076,Dispensary,DAAA-MAET-OO1Z,THE RESERVE CANNABIS COMPANY LLC,THE RESERVE CANNABIS COMPANY,1296 N 4220 RD,74743,HUGO,Choctaw,9034958755,theocreserve@gmail.com,10:00AM -10:00PM,2023-08-15
1077,Dispensary,DAAA-V1QW-MAKW,The Green Jackpot LLC,Meds and Wares,,73069-4312,NORMAN,Cleveland,4694305384,thegreenjackpot@gmail.com,9:00am to 2:00am,2023-08-08
1078,Dispensary,DAAA-EYXA-AXR3,Affordable Medical Inc.,Affordable Medical Inc.,102 NE 1ST ST,74361,PRYOR,Mayes,(918) 215-6044,affordablemedicalinc1@gmail.com,9:00am -9:00pm,2023-10-05
1079,Dispensary,DAAA-AEAC-EZGV,T and C HOLDINGS LLC,'64 FARMS,1922 A ST,74820-2803,ADA,Pontotoc,5802790590,jsteward1081@gmail.com,9am - 9pm,2023-12-19
1080,Dispensary,DAAA-GOQR-T86K,Big Jerry's Buds co.,Big Jerry's Buds Co.,,73950,Turpin,Beaver,(580) 539-1118,orders@bigjerrys.com,11am to 7pm,2024-03-08
1081,Dispensary,DAAA-VYHB-OGYW,"Covey Rise, LLC",The Wellness Pharm,1414 E 3RD ST,74120-2804,TULSA,Tulsa,9185516645,steve.q.peters@gmail.com,"10 am - 9 pm, closed Sunday",2023-10-16
1082,Dispensary,DAAA-FH5Y-WEWQ,"Magic Grass, LLC",Division Street Dispensary,1606 S DIVISION ST,73044-5015,GUTHRIE,Logan,4058773085,divisionstreetdispensary@gmail.com,1000-1900,2023-08-04
1083,Dispensary,DAAA-NYVZ-1F9F,Bella Flores Marijuana Medical Dispensary Co.,Dank's Wellness Emporium Blanchard,209 N MAIN,73010-5701,BLANCHARD,McClain,(405) 485-4604,omma@danks.co,Mon-Sun 9am - 11pm,2023-12-11
1084,Dispensary,DAAA-N1EV-KJ7W,Wild Flower Medical Marijuana Dispensary LLC,Wild Flower Medical Marijuana Dispensary,1126 E CHARLES PAGE BLVD,74063-8542,SAND SPRINGS,Tulsa,9182467134,jshain76@gmail.com,11am-12am,2024-02-03
1085,Dispensary,DAAA-PYBB-YOHG,Jessica Boike,Choices Dispensary,202 N PINE ST,74601-4246,PONCA CITY,Kay,5805762424,choicesdispensary@gmail.com,"Monday-Saturday 9am 9pm, Sundays 10pm to 4pm",2023-08-11
1086,Dispensary,DAAA-VYUU-SMMR,Affordable Medical Inc,Affordable Medical Inc,121 N DENVER AVE,74103-1819,TULSA,Tulsa,9185252245,affordablemedicalinc1@gmail.com,9:00 AM-11:00 PM,2023-11-08
1087,Dispensary,DAAA-4JB6-1X4N,"Preme Cannabis Company, LLC","Preme Cannabis Company, LLC",2005 S 129TH EAST AVE,74108-6711,TULSA,Tulsa,5398672798,katinawalkermims@gmail.com,10am-8pm,2024-01-12
1088,Dispensary,DAAA-VYJT-AHE8,"NKO Retail #2, LLC",Nature's Kiss,9136 S SHERIDAN RD,74133-5328,TULSA,Tulsa,(918) 289-0028,admin@natureskissmmj.net,"24 Hours, 365 Days",2023-10-05
1089,Dispensary,DAAA-FEFA-4ZBB,Good Green Co. LLC,Crimson Greenery Dispensary,35858 Bldg 1 OK-29,73075,Pauls Valley,Garvin,(405) 331-9564,james.allen.goodgreenco@gmail.com,10 a.m. - 8 p.m.,2023-10-18
1090,Dispensary,DAAA-21QC-4Z3S,The Medicine Pouch LLC,The Medicine Pouch,16101 State Hwy 1 W,74820,Ada,Pontotoc,5803200487,themedicinepouch.ada@gmail.com,7AM-11PM,2023-08-07
1091,Dispensary,DAAA-LG0Q-UPVG,"Waterloo Dispensary, LLC",Lotus Gold Waterloo,,73034,Edmond,Logan,(405) 417-5333,pj@gethighguys.com,10-9,2023-09-19
1092,Dispensary,DAAA-BNSD-RCHX,CANNON CUSH LLC.,Cannon Cush Dispensary,"414 W MAIN ST, Suite A",74523,Antlers,Pushmataha,(580) 271-9404,cannoncush@gmail.com,10AM-8PM,2023-10-10
1093,Dispensary,DAAA-T7BX-FRCQ,"Green Room East Dispensary, LLC","Green Room East Dispensary, LLC",,74112-7051,TULSA,Tulsa,9189827341,iamnekowilliams@gmail.com,8am-8pm,2023-10-13
1094,Dispensary,DAAA-4J6G-QSZ2,"Health ExpressNo. 2-T, LLC","Health ExpressNo. 2-T, LLC",523 N MAIN ST,73750-2323,KINGFISHER,Kingfisher,5807619393,npratt85@gmail.com,10am-8pm,2024-02-03
1095,Dispensary,DAAA-LR2J-NOD6,"19EK82 INVESTMENTS, LLC",GRAND AVE HAZE,1520 N GRAND ST,73701-1762,ENID,Garfield,4056130962,mainesthaze@gmail.com,Sun-Wed: 8:00 am-10:00 pm; Thu-Sat: 8:00 am-2:00 am,2023-11-13
1096,Dispensary,DAAA-VJOS-SLOR,Puffin Cannabis LLC,Puffin Cannabis LLC,2000 W. Danforth Rd. Ste. 130,73003,Edmond,Oklahoma,(405) 906-2113,puffincannabisllc@gmail.com,11:00am to 11:00pm,2024-03-14
1097,Dispensary,DAAA-EK8O-DFJP,"Captain and Captain, Inc.",T Nugs World of Cannabis,1000 N LYNN RIGGS BLVD,74017-4023,CLAREMORE,Rogers,9189232188,tnugswoc@gmail.com,10-7 M-Th 10-8 Fri and Sat,2023-09-04
1098,Dispensary,DAAA-419G-0CPR,PONCA ORGANIC L.L.C.,STILLWATER DISPENSARY,1925 N BOOMER RD,74075-3459,STILLWATER,Payne,5803041916,ashleyinn@hotmail.com,"MON TO SAT 9:30AM TO 9 PM , SUNDAY 12PM-6PM",2024-03-03
1099,Dispensary,DAAA-KCTH-SRHF,"Keisha's Candy Shop Cannabis Company, LLC","Keisha's Candy Shop Cannabis Company, LLC",2220 E 6TH ST,74104-3234,TULSA,Tulsa,9182197728,ashleytdarling7@gmail.com,11:00am-8pm Monday-Saturday. Closed Sunday,2024-05-29
1100,Dispensary,DAAA-EK95-8LU8,"The Grasslands Cannabis Dispensary, LLC",Fun Factory Dispensary,1120 N PENNSYLVANIA AVE,73107-5654,OKLAHOMA CITY,Oklahoma,(405) 673-7735,bozovicdusan@gmail.com,10am-10pm,2024-03-29
1101,Dispensary,DAAA-QZKM-GFLO,Cloud 9 Wellness Dispensary LLC,Cloud 9 Wellness Dispensary LLC,"5770 NW EXPRESSWAY, Ste. 102",73132,Warr Acres,Oklahoma,(405) 812-6813,bodybydawson@gmail.com,10am-10pm,2024-05-19
1102,Dispensary,DAAA-G82J-JQIO,Amazing Strainz LLC,Amazing Strainz,1800 NE 23RD ST,73111-3340,OKLAHOMA CITY,Oklahoma,4053713992,amazingstrainz@gmail.com,9a-9pm,2023-08-09
1103,Dispensary,DAAA-TCXV-FF1K,Vera Dispensary LLC,Okie Wonderland Owasso,,74055-4212,OWASSO,Tulsa,(310) 279-9521,alansoleyman@yahoo.com,10-10,2023-07-07
1104,Dispensary,DAAA-EQSY-8AZZ,High Girls Dispensary LLC,High Girls Dispensary,,73013-4031,EDMOND,Oklahoma,4055958706,russ@imperialcc.gold,7-11,2023-07-06
1105,Dispensary,DAAA-4K5F-TSQR,"Oklahoma Natural Cures, LLC",High Society Dispensary 1,5900 NW 50TH ST,73122-4101,WARR ACRES,Oklahoma,(405) 493-9550,compliance@highsocietyok.com,24 hours,2024-03-27
1106,Dispensary,DAAA-VYTL-K6UO,Nicole Dawn Bratcher,The Valley Weed Shop,12361 Se Highway 2,74574,Tuskahoma,Latimer,(918) 471-8910,lonniebratcher7@gmail.com,1000-2100,2024-05-19
1107,Dispensary,DAAA-O3UG-E3JK,"OHG, LLC","OHG, LLC","3 E 41ST STREET, SUITE B",74063,Sand Springs,Tulsa,(918) 246-7642,ohgokllc@gmail.com,8AM-8PM,2023-12-05
1108,Dispensary,DAAA-N1DT-3FKW,420 Green Grass Corporation,420 Green Grass Corporation,1111 US HIGHWAY 77,73401-2061,ARDMORE,Carter,2544850894,okcdisp@yahoo.com,10AM - 8PM,2024-02-14
1109,Dispensary,DAAA-41VC-KGOV,New Leaf Medicinals LLC,New Leaf Medicinals LLC,210 S 4TH ST,73018-3462,CHICKASHA,Grady,4055742101,erick.newleaf@gmail.com,24 HRS,2024-03-08
1110,Dispensary,DAAA-5WAS-RRBE,Giggling Bud Corporation,Giggling Bud Corporation,201 W Cherokee St,74467,Wagoner,Wagoner,5397662177,gigglingbudomma@yahoo.com,10a-9pm,2023-01-02
1111,Dispensary,DAAA-TGBR-THLU,"The Bud Shop, Inc.",The Bud Shop,305 E RAY FINE BLVD,74954-5160,ROLAND,Sequoyah,9185034200,thebudshop@yahoo.com,,2023-12-18
1112,Dispensary,DAAA-EYRM-MU0G,WGC LLC,Lifted Muskogee,1910 N YORK ST,74403-1449,MUSKOGEE,Muskogee,9189122038,liftedspiritsmuskogee@gmail.com,"Sun: 11a-8p, Mon-Thur: 10a-9p, Fri-Sat: 10a-10p",2024-05-10
1113,Dispensary,DAAA-OUH7-FSWN,"Emerald Triangle, LLC","Emerald Triangle, LLC",,74352,Locust Grove,Mayes,(918) 695-7790,adamburris98@gmail.com,8am-11:59pm,2024-06-02
1114,Dispensary,DAAA-EZI4-8LQZ,918 Buds Medical Marijuana Dispensary LLC,918 Buds Medical Marijuana Dispensary,7727 E 21ST ST,74129-1216,TULSA,Tulsa,9185516370,nataliejackson22@yahoo.com,8am-10pm,2024-05-30
1115,Dispensary,DAAA-KO65-KUJO,"Green Supreme Medical Marijuana Dispensary 2, LLC",Full Circle Dispensary,2550 E WATERLOO RD,73034-8100,EDMOND,Logan,(405) 562-3988,fullcircledispo@gmail.com,10 am to 9 p.m.,2024-02-22
1116,Dispensary,DAAA-8R8W-AIFU,"Naked Native, LLC","Naked Native, LLC",5862 US 70,73449-5130,MEAD,Bryan,(580) 980-9333,christy@nakednativedispensary.com,8AM-9PM,2023-07-07
1117,Dispensary,DAAA-EKYL-GKOP,Blooms Industry,Blooms Dispensary,1919 NW CACHE RD,73505,LAWTON,Comanche,5805833035,anh.walker8006@outlook.com,Daily 10a-7p,2023-10-04
1118,Dispensary,DAAA-EYAJ-LV2L,Blazin' Budz LLC,Blazin' Budz LLC,210 SW 44TH ST,73109-7297,OKLAHOMA CITY,Oklahoma,(405) 724-7317,tmoliver28@gmail.com,11:00 am to 8:30 PM Monday-Saturday 12::00 PM -5:00 PM Sunday,2024-03-21
1119,Dispensary,DAAA-VKLY-R8GB,Top Notch Cannabis Dispensary LLC,Highly Green Dispensary,6017 NW 63RD ST,73132-7504,WARR ACRES,Oklahoma,4055069100,m3fifi87@gmail.com,10:00 Am to 9:00 Pm,2023-11-03
1120,Dispensary,DAAA-ZEDQ-IWGF,C-4 BUDZ LLC,C-4 BUDZ,2605 NW CACHE RD,73505-5235,LAWTON,Comanche,4054436803,kutdogg12000@gmail.com,9am-12am,2023-07-05
1121,Dispensary,DAAA-4YG4-0ZIB,Native Harvest LLC,Native Harvest LLC,2505 W MAIN ST,73069-6329,NORMAN,Cleveland,4052346525,marty@nativeharvestfarms.com,9:00 am-10:00 pm,2023-11-13
1122,Dispensary,DAAA-VQZI-VU0X,"Terry0528, LLC",Capital Dank Rockwell,,73162-4537,OKLAHOMA CITY,Oklahoma,(405) 730-6152,jfd711@gmail.com,10am-10pm,2024-03-23
1123,Dispensary,DAAA-HFEF-9YPP,"ZaZa Dispensary, LLC","ZaZa Dispensary, LLC",,73139-8410,OKLAHOMA CITY,Oklahoma,(405) 768-2598,thehouseofzaza@gmail.com,,2024-02-14
1124,Dispensary,DAAA-GEJX-AHAL,Genensis Grow LLC,City Budz by Treehouse Dispesary,2419 SW 29TH ST,73119,OKLAHOMA CITY,Oklahoma,9183605409,tamia.smith38@gmail.com,10am -8pm,2023-10-03
1125,Dispensary,DAAA-EYR5-HMEW,Dizory LLC,Green Plus Store 11,3160 CLASSEN BLVD,73071-4053,NORMAN,Cleveland,(405) 640-7000,hosshigh@gmail.com,10-10,2023-12-11
1126,Dispensary,DAAA-NYPQ-VCBZ,KC GREEN BUD LLC,KC GREEN BUD LLC,2020 NW 150TH ST STE C,73134-2004,OKLAHOMA CITY,Oklahoma,4058876183,parvinmomtaz7719@gmail.com,10 AM TO 10 PM,2023-12-27
1127,Dispensary,DAAA-TY4K-CYXJ,"OklaDispo 36th Street, LLC",The Peak 36th Street Dispensary,,73112-6606,OKLAHOMA CITY,Oklahoma,(405) 308-3877,36thstreet@thepeakok.com,"In-store: 10am-9pm, Daily -- Drive Thru Only: 9pm-12am Fri/Sat",2023-10-04
1128,Dispensary,DAAA-MXDP-TMHN,Sweet Releaf Meds LLC,Sweet Releaf Meds LLC,821 GRAND AVE,73401-4335,ARDMORE,Carter,(580) 504-0825,sweetreleaffarm@gmail.com,9:00am-5:00 pm,2024-08-29
1129,Dispensary,DAAA-GUPT-WRZT,Purple Moon Dispensary Inc,Purple Moon Sapulpa,,74066-4458,SAPULPA,Creek,9033064716,salvadoravila8898@gmail.com,Mon-Friday 8:00am-8pm Sunday 10am-8pm,2023-11-27
1130,Dispensary,DAAA-E9OF-Q7KM,Chronic Culture LLC,Chronic Culture LLC,,73651-4015,HOBART,Kiowa,5803011779,herbanremedies2@yahoo.com,Mon-Sat 11-7 Sunday 1-5,2023-09-15
1131,Dispensary,DAAA-ZXXT-SDDW,Sp8 Services LLC,Rob and Sons Cannabis Company,201 W 9TH ST,74801-6815,SHAWNEE,Pottawatomie,(405) 788-4342,rob@robandsonscc.com,9-9,2024-02-27
1132,Dispensary,DAAA-FEZQ-SDBX,beans green dispensary llc,beans green dispensary llc,13312 GLADNEY LAKE RD,73459-9111,THACKERVILLE,Love,4096594990,bbbashllc@gmail.com,9:00am-5:00 pm,2023-12-05
1133,Dispensary,DAAA-NCAB-QI3C,Cottonwood Creek Farms LLC,Buds Craft Cannabis Ardmore,108 Michelin Rd.,73401,Ardmore,Carter,(580) 798-4911,admin@budsokla.com,9:00 am- 5:00 pm,2023-09-26
1134,Dispensary,DAAA-G57G-2UDX,Lake road farms Inc,Lake road farms Inc,,74955-5510,SALLISAW,Sequoyah,9183151830,lakeroadfarms@gmail.com,9am to 9pm,2023-09-29
1135,Dispensary,DAAA-VY3C-EOBD,The Urban Pineapple LLC,HOUSE OF DANK DISPENSARY,,73110-4738,OKLAHOMA CITY,Oklahoma,4055035475,theurbanpineapplellc@gmail.com,24 HOURS,2022-09-08
1136,Dispensary,DAAA-4KP5-EL4Q,gregory's discount medical LLC,Green Plus 5,,73160,MOORE,Cleveland,4059629401,charlesgregory6@gmail.com,10am-8pm,2023-11-28
1137,Dispensary,DAAA-H2OG-LGYD,High Voltage Cannabis Co LLC,High Voltage Cannabis Co LLC,,73106-4237,OKLAHOMA CITY,Oklahoma,4055011126,info@highvoltageokc.com,9am-9pm,2023-12-05
1138,Dispensary,DAAA-EJPF-SWX7,Oklahoma Coughy Co. LLC,Oklahoma Coughy Company,628 W EDMOND RD,73003-5623,EDMOND,Oklahoma,(580) 630-7318,flofacedmond@gmail.com,8:00AM- 10:00PM / 7 Days a week,2022-12-14
1139,Dispensary,DAAA-MSZN-4IS6,1063 E 6TH LLC,Kush Gardens Store 3,1023 E 6TH ST,74447-4705,OKMULGEE,Okmulgee,4056691938,masonbrianne3@gmail.com,10-10,2024-03-09
1140,Dispensary,DAAA-EYAA-D6IQ,Hippy Solutions LLC,Hippy Solutions LLC,,73018-7508,CHICKASHA,Grady,(714) 330-6012,scotn72@yahoo.com,9am to 5pm M-F,2023-10-31
1141,Dispensary,DAAA-EKYY-6HBN,"APCO Cure, LLC",APCO Med,2606 S SHERIDAN RD,74129-1029,TULSA,Tulsa,(539) 867-3875,galvede@gmail.com,"11-7 MONDAY-SATURDAY, 1-5 SUNDAY",2024-02-01
1142,Dispensary,DAAA-LNLT-NATC,Red River Dispensary LLC,Cannamed,,74701-4030,DURANT,Bryan,5802002500,mallery@hicksfordfarms.com,11-8,2023-12-26
1143,Dispensary,DAAA-VYQE-8IJP,Canna-Cabana LLC,Lemon Cannabis,12152 S WACO AVE,74033,GLENPOOL,Creek,(918) 814-7141,hello@lemoncannabis.com,M-F 9-10 or as needed for company operations,2024-05-24
1144,Dispensary,DAAA-4KAW-B7NZ,Honey Jane Farms LLC,Honey Jane,,73401-5702,ARDMORE,Carter,6024691184,ljvanpelt@gmail.com,12pm-8pm,2023-09-08
1145,Dispensary,DAAA-N1FB-DK68,"Vertica Organics, LLC",Vertica Organics,,74074-4733,STILLWATER,Payne,4058238107,dkmckinney@craigcarterassociates.com,10:00 - 10:00,2023-10-23
1146,Dispensary,DAAA-9HHW-FDZS,little endo llc,little endo llc,,73401,Ardmore,Love,4692234207,littleendothc@gmail.com,9:00am-5:00 pm,2023-10-11
1147,Dispensary,DAAA-4J14-VXNV,Fume Ventures Inc.,Eden Cannabis Co. II,,74037-3517,JENKS,Tulsa,2813098908,lasiarshad@gmail.com,10AM - 10PM,2023-08-07
1148,Dispensary,DAAA-41QC-XBKT,The Royal Tree LLC,Euphora Modern Wellness,,73115-3316,OKLAHOMA CITY,Oklahoma,2066050184,jjwildhaber@gmail.com,8:00am to 8:00pm,2023-09-19
1149,Dispensary,DAAA-RGPG-50SW,The Green Day LLP,The Green Day,1137 N PENNSYLVANIA AVE,73107-5638,OKLAHOMA CITY,Oklahoma,4055121423,rizvi_nsu@yahoo.com,24 hrs,2024-02-24
1150,Dispensary,DAAA-NKKB-AQSM,"Tallgrass Dispensary, LLC",Tallgrass Dispensary,2811 E 15TH ST # 104,74104-5242,TULSA,Tulsa,9188944490,tkm@sevamedcare.com,9am-5pm Monday-Friday,2023-12-13
1151,Dispensary,DAAA-N1MW-KTYA,Weed-Mart LLC.,Weedmart Cookson,,74427,Cookson,Cherokee,9182080955,weedmartllc@gmail.com,24,2023-09-20
1152,Dispensary,DAAA-NKYO-ANLN,Kings Reserves LLC,Kings Reserves,,74501-5236,MCALESTER,Pittsburg,5804369292,t.woods@lionsgateinc.com,10 am to 10 pm,2023-08-04
1153,Dispensary,DAAA-4KVO-ETYW,The Dank Side Dispensary LLC,The Dank Side Dispensary LLC,,73071-4059,NORMAN,Cleveland,(405) 234-6493,cwarner.thedankside@gmail.com,Monday - Saturday 10am - 9pm Sunday 11am-6pm,2023-11-09
1154,Dispensary,DAAA-VJEA-OZ7G,"The Bakery Cannabis Dispensary, LLC",White Barn Dispensary,,74008-3126,BIXBY,Tulsa,(918) 407-1630,epelias@me.com,"10 a.m. to 8 p.m., Mon.-Sat.; Noon to 5 p.m. Sun.",2023-10-31
1155,Dispensary,DAAA-EKAY-KQTZ,"MK's Cure it with Cannabis, LLC","MK's Cure it with Cannabis, LLC",,73446-2248,MADILL,Marshall,5803163420,ryan@yesautogroup.com,10:00 a.m. - 8:00 p.m.,2023-09-18
1156,Dispensary,DAAA-MRDM-J3JH,Good Grass Co LLC,Good Grass Co LLC,42 Lucian Sorrel Rd,74728,Broken Bow,McCurtain,2147383757,kerriesteph50@gmail.com,8-5,2023-03-15
